username	date	retweets	favorites	text	geo	mentions	hashtags	tweetid	conversationid	replyto	permalink	imagelink
KerseyTony	2018-08-01 11:25	0	0	Liberace on Oprah Winfrey Show (Interview with Performance) https://youtu.be/ioPWV2m9o4g via @ YouTube Trump is a kind and generous man.		@ YouTube		1024677442252939264			https://twitter.com/KerseyTony/status/1024677442252939264	
giancarloqui1	2018-07-29 17:40	1	26	Trumps home looks like it was decorated by Liberace. Not that there's anything wrong with that..				1023684602919960576	1023678036963672065	Thedude67111 OrchidMyst_ rolandscahill	https://twitter.com/giancarloqui1/status/1023684602919960576	
WAYA63	2018-07-28 20:13	8	23	Believing that trump is incapable of colluding with Russia... Is like believing... Liberace was a life-long bachelor because he was incapable of finding the right woman.				1023360725480353792			https://twitter.com/WAYA63/status/1023360725480353792	
annlsussman	2018-07-25 20:42	0	0	Bedazzling himself! Time to hook baby Trump up with some glue on sequins. Liberace meets an orangutan.				1022280864728637440	1021917389062111232	cryborg	https://twitter.com/annlsussman/status/1022280864728637440	
josh119872	2018-07-20 10:11	0	0	She's just trying to sell her book and maybe get a job with TRUMP!				1020310124450189315	1020293088613453824	AhfriedFried meg_liberace	https://twitter.com/josh119872/status/1020310124450189315	
bohemiarch	2018-07-15 14:30	0	12	In that case, I’m going with Pence as Liberace’s Ghost in a WWF ticket scalping pyramid scheme to fund Trump 2020 re-election bid. Seriously though, what was your biggest ‘between the lines’ take away from Friday’s indictments?				1018563423586668544	1018557856369577985	gametheorytoday	https://twitter.com/bohemiarch/status/1018563423586668544	
Broken_Politiks	2018-07-11 08:24	0	1	Trump is a third rate Liberace tribute act taking his vengeance out on a world of intellects that make him seethe with jealousy				1017021764180815874	1017010635635347457	Newsweek	https://twitter.com/Broken_Politiks/status/1017021764180815874	
VictorVictorssm	2018-06-27 13:19	0	0	Liberace with Jack Benny (Also known as Donald Trump and Larry Kudlow) # Trump https://youtu.be/vxLgG4FCOBM via @ YouTube		@ YouTube	# Trump	1012022586497069057			https://twitter.com/VictorVictorssm/status/1012022586497069057	
GrumpyGoth	2018-06-17 07:02	0	0	Trump absolutely eviscerated here. One of many great lines: "Dictator-chic interior design... a trainwreck of Saddam and Liberace set loose with too much gold leaf, a glue gun, and a half-pound of cocaine." Superb. https://twitter.com/thedailybeast/status/1008288214606667777 …				1008303783305150464			https://twitter.com/GrumpyGoth/status/1008303783305150464	
manish_vij	2018-06-15 21:44	0	0	Trump Tower, “Saddam and Liberace set loose with too much gold leaf, a glue gun, and a half-pound of cocaine” https://www.thedailybeast.com/donald-trump-the-insecure-pledge-in-the-dictatorship-fraternity …				1007800998876758016			https://twitter.com/manish_vij/status/1007800998876758016	
