username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"donnas92","2018-06-25-09:40",1,1,0,"Koko, the gorilla who mastered sign language and taught empathy, love and more, has died. Watch this. @ HerrenRenee # 30Seconds @ kokotweets # koko # gorilla # news # empathy # lovehttps://30seconds.com/tip/16644","","@ HerrenRenee @ kokotweets","# 30Seconds # koko # gorilla # news # empathy # lovehttps","1011242700199383046","","","https://twitter.com/donnas92/status/1011242700199383046",""
"projetogap","2018-06-24-21:17",3,4,0,"Koko: Gorilla who mastered sign language dies in California - Koko the gorilla, who is said to have been able to communicate by using more than 1,000 hand signs, has died in California at the age... pic.twitter.com/LLZNX4Ozyh","","","","1011055664221827073","","","https://twitter.com/projetogap/status/1011055664221827073","https://pbs.twimg.com/media/Dgf9xJeWAAA1lsj.jpg"
"AMGHalstead","2018-06-24-17:53",1,2,0,"Koko, the gorilla who mastered sign language and taught empathy, love and more, has died. Watch this. @ HerrenRenee # 30Seconds @ kokotweets # koko # gorilla # news # empathy # love https://30seconds.com/tip/16644","","@ HerrenRenee @ kokotweets","# 30Seconds # koko # gorilla # news # empathy # love","1011004464881381376","","","https://twitter.com/AMGHalstead/status/1011004464881381376",""
"Merber38","2018-06-23-09:23",2,4,0,"Koko, the gorilla who mastered sign language and taught empathy, love and more, has died. Watch this. @ HerrenRenee # 30Seconds @ kokotweets # koko # gorilla # news # empathy # love https://30seconds.com/tip/16644","","@ HerrenRenee @ kokotweets","# 30Seconds # koko # gorilla # news # empathy # love","1010513716155174918","","","https://twitter.com/Merber38/status/1010513716155174918",""
"buzzthisviral","2018-06-22-04:39",0,0,0,"Koko The Gorilla Who Mastered Sign Language Has Died At 46 For More: http://www.buzzthisviral.com/koko-the-gorilla-who-mastered-sign-language-has-died-at-46/ … # koko # gorilla # gorillas # animals # animal # pets # wildlife # animallovers # adorable # animallover # animales # wildlifephotography # wild # zoo","","","# koko # gorilla # gorillas # animals # animal # pets # wildlife # animallovers # adorable # animallover # animales # wildlifephotography # wild # zoo","1010079805138718720","","","https://twitter.com/buzzthisviral/status/1010079805138718720",""
"dragons7694","2018-06-22-04:07",0,0,0,"Just found out that koko the gorilla died at age 42, the gorilla who did sign language. Rip koko. : ( # koko # gorilla # sad # ripkoko #42","","","# koko # gorilla # sad # ripkoko","1010071848321798144","","","https://twitter.com/dragons7694/status/1010071848321798144",""
"30seconds","2018-06-22-04:01",1,3,1,"Koko, the gorilla who mastered sign language and taught empathy, love and more, has died. Watch this. @ HerrenRenee # 30Seconds @ kokotweets # koko # gorilla # news # empathy # love https://30seconds.com/tip/16644","","@ HerrenRenee @ kokotweets","# 30Seconds # koko # gorilla # news # empathy # love","1010070306562760704","","","https://twitter.com/30seconds/status/1010070306562760704",""
"STSTWMedia","2018-06-22-03:05",0,0,0,"Koko: Gorilla who mastered sign language has died at the age of 46, in California. Instructors taught her a version of American Sign Language and say she used it to convey thoughts and feelings. The abilities of the... https://www.facebook.com/STSTW/posts/1794161734000832 …","","","","1010056107073687552","","","https://twitter.com/STSTWMedia/status/1010056107073687552",""
"VocabularyLife","2018-06-21-16:21",0,1,0,"Koko, the gorilla who mastered sign language, has died - https://edition.cnn.com/2018/06/21/health/koko-gorilla-death-trnd/ … # languages # koko # gorillapic.twitter.com/QcaeLJpNBt","","","# languages # koko # gorillapic","1009894155202555909","","","https://twitter.com/VocabularyLife/status/1009894155202555909","https://pbs.twimg.com/media/DgPdYbxWkAIJ4wA.jpg"
"AawaajNews","2018-06-21-12:36",0,2,0,"The gorilla who mastered sign language died in her sleep http://www.aawaajnews.com/2018/06/the-gorilla-who-mastered-sign-language-died-in-her-sleep/ … # Aawaajnews # koko # gorilla # signlanguage","","","# Aawaajnews # koko # gorilla # signlanguage","1009837480370032640","","","https://twitter.com/AawaajNews/status/1009837480370032640",""
"30seconds","2018-06-21-11:52",0,0,0,"Koko, the gorilla who mastered sign language and taught empathy, love and more, has died. Watch this. @ HerrenRenee # 30Seconds @ kokotweets # koko # gorilla # news # empathy # love https://30seconds.com/tip/16644","","@ HerrenRenee @ kokotweets","# 30Seconds # koko # gorilla # news # empathy # love","1009826329313849351","","","https://twitter.com/30seconds/status/1009826329313849351",""
"HmetwnDirectory","2018-06-21-11:00",0,0,0,"Koko, gorilla who knew sign language, dies at 46 The Gorilla Foundation says the 46-year-old western lowland gorilla died in its sleep at the foundation's preserve in California's Sana... https://www.click2houston.com/news/national/koko-gorilla-who-knew-sign-language-dies-at-46 …","","","","1009813217709776901","","","https://twitter.com/HmetwnDirectory/status/1009813217709776901",""
"allgoodnz","2018-06-21-10:44",0,0,0,"Koko, gorilla who used sign language, dies in California https://blog.allgood.nz/pin/koko-gorilla-who-used-sign-language-dies-in-california/ … (Reuters) – Koko, a western lowland gorilla said to have mastered American Sign Language, has died aged 46, the California institute which studied her said on Thursday. Source link pic.twitter.com/44MSAK6NHe","","","","1009809365719609344","","","https://twitter.com/allgoodnz/status/1009809365719609344","https://pbs.twimg.com/media/DgOQQ-vUYAAk3cO.png"
"donnas92","2018-06-21-10:19",0,1,0,"Koko, the gorilla who mastered sign language and taught empathy, love and more, has died. Watch this. @ HerrenRenee # 30Seconds @ kokotweets # koko # gorilla # news # empathy # love https://30seconds.com/tip/16644","","@ HerrenRenee @ kokotweets","# 30Seconds # koko # gorilla # news # empathy # love","1009802986124701697","","","https://twitter.com/donnas92/status/1009802986124701697",""
"HerrenRenee","2018-06-21-10:18",6,6,0,"Koko, the gorilla who mastered sign language and taught empathy, love and more, has died. Watch this. @ HerrenRenee # 30Seconds @ kokotweets # koko # gorilla # news # empathy # love https://30seconds.com/tip/16644","","@ HerrenRenee @ kokotweets","# 30Seconds # koko # gorilla # news # empathy # love","1009802731123507201","","","https://twitter.com/HerrenRenee/status/1009802731123507201",""
