username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"tagawa_yutaka","2018-07-12-22:50",0,0,0,"記録 A 28-year-old Democratic Socialist just ousted a powerful, 10-term congressman in New York @ CNNPoliticshttps://cnn.it/2yQKIbo","","@ CNNPoliticshttps","","1017602085401968645","","","https://twitter.com/tagawa_yutaka/status/1017602085401968645",""
"holist","2018-07-08-15:21",0,0,0,"@ democracynow: Then—We speak with Alexandria Ocasio-Cortez ( @ Ocasio2018), the 28-year-old Democratic Socialist who just ousted 10-term incumbent Rep. Joe Crowley in Tuesday's New York primary. Stream 8-9AM ET: http://bit.ly/SWlZmz http://bit.ly/2tImwCB","","@ democracynow @ Ocasio2018","","1016039468334272513","","","https://twitter.com/holist/status/1016039468334272513",""
"HaroldLang16","2018-07-05-00:33",0,0,0,"Democrats = Socialist now!!! A 28-year-old Democratic Socialist just ousted a powerful, 10-term congressman in New York. https://www.cnn.com/2018/06/26/politics/alexandria-ocasio-cortez-joe-crowley-new-york-14-primary/index.html …","","","","1014728847093387265","1012437964373123072","HaroldLang16 Bluecent65","https://twitter.com/HaroldLang16/status/1014728847093387265",""
"ShesItWomen","2018-07-04-10:20",0,1,0,"A 28-year-old Democratic Socialist just ousted a powerful, 10-term congressman in New York. We already know Alexandria Oscasio-Cortez is a # ShesIt woman we love! @ Ocasio2018 @ CNN http://bit.ly/2NjOVIb pic.twitter.com/mLjjhisyut","","@ Ocasio2018 @ CNN","# ShesIt","1014514277951008768","","","https://twitter.com/ShesItWomen/status/1014514277951008768","https://pbs.twimg.com/media/DhRHW9IV4AEyQVp.jpg"
"HaroldLang16","2018-07-02-23:41",0,0,1,"That is because they are the same. Democrats = Socialist now!!! A 28-year-old Democratic Socialist just ousted a powerful, 10-term congressman in New York. https://www.cnn.com/2018/06/26/politics/alexandria-ocasio-cortez-joe-crowley-new-york-14-primary/index.html …","","","","1013991122178363392","1012437964373123072","WarrenKaiser DJonasWilson","https://twitter.com/HaroldLang16/status/1013991122178363392",""
"DilettoShoesCom","2018-07-01-11:06",0,0,0,"A 28-year-old Democratic Socialist just ousted a powerful, 10-term congressman in New York — CNN Politics https://apple.news/AInKvwiZDQzewxoURrh6sxA …","","","","1013438615370600450","","","https://twitter.com/DilettoShoesCom/status/1013438615370600450",""
"SusanGarren","2018-06-30-15:04",0,0,0,"A 28-year-old Democratic Socialist just ousted a powerful, 10-term congressman in New York https://www.cnn.com/2018/06/26/politics/alexandria-ocasio-cortez-joe-crowley-new-york-14-primary/index.html …","","","","1013136297093824512","","","https://twitter.com/SusanGarren/status/1013136297093824512",""
"ryanwilson2015","2018-06-30-11:36",0,0,1,"This one is an issue. She needs to be removed from office. Socialism is a fraud. A 28-year-old Democratic Socialist just ousted a powerful, 10-term congressman in New York - CNN Politics https://apple.news/AInKvwiZDQzewxoURrh6sxA …","","","","1013083961390559233","","","https://twitter.com/ryanwilson2015/status/1013083961390559233","https://pbs.twimg.com/profile_images/962879243553144833/cJCRtamb_normal.jpg"
"Miksdad12762","2018-06-29-19:53",0,0,0,"A 28-year-old Democratic Socialist just ousted a powerful, 10-term congressman in New York @ CNNPolitics https://cnn.it/2yQKH7k","","@ CNNPolitics","","1012846447841239040","","","https://twitter.com/Miksdad12762/status/1012846447841239040",""
"SuudM","2018-06-29-18:28",0,0,0,"An activist and democrat, Ocasio-Cortez, A 28-year-old Democratic Socialist just ousted a powerful, 10-term congressman in New York Ilhan Omar for congress is next leading candidate to replace congressman Keith... https://www.facebook.com/1288737477/posts/10212621977526233/ …","","","","1012825145336123393","","","https://twitter.com/SuudM/status/1012825145336123393",""
