username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"tradenz","2018-08-08-16:03",0,0,0,"Air cargo growth fades; Canada building permits fall; China hits more US goods with tariffs; most … http://feeds.feedburner.com/NZRTNETWORK-TRADE …","","","","1027284277531164672","","","https://twitter.com/tradenz/status/1027284277531164672",""
"imnita69","2018-08-08-09:17",7,19,1,"Maine lobsters are also taking a hit. US lobsters 25% tariff, Canada 7%. Guess who China is buying from. Still waiting to hear news on steel plants opening in PA.","","","","1027181936257761280","1027173386563346432","krassenstein","https://twitter.com/imnita69/status/1027181936257761280",""
"tradelawyer","2018-08-08-08:57",0,0,0,"Canada's Magna lowers production forecast on expected hit from US tariffs https://ca.reuters.com/article/businessNews/idCAKBN1KT132-OCABS … # tradewars # NAFTA # retaliation","","","# tradewars # NAFTA # retaliation","1027176989680119811","","","https://twitter.com/tradelawyer/status/1027176989680119811",""
"joseph66","2018-08-07-09:54",0,1,1,"SIDELINED: While US & EU Reach Agreement, Canada Could Still Be Hit By Auto Tariffs https://www.spencerfernando.com/2018/08/06/sidelined-while-us-eu-reach-agreement-canada-could-still-be-hit-by-auto-tariffs/ … via @ SpencerFernando","","@ SpencerFernando","","1026828990818934785","","","https://twitter.com/joseph66/status/1026828990818934785",""
"vickie_2_3","2018-08-07-00:13",0,0,0,"Your own governments website shows the FACTS! The US has a surplus with Canada! Some things in U.S have higher tariffs and some things have lower, just like in Canada(milk), and taking all of that when to account, it is the states that has an overall Surplus with Canada","","","","1026682605704499200","1026460098619686914","ChrisBe97878963 Amy_Siskind","https://twitter.com/vickie_2_3/status/1026682605704499200",""
"RGLangille","2018-08-06-23:07",0,0,0,"SIDELINED: While US & EU Reach Agreement, Canada Could Still Be Hit By Auto Tariffs - Spencer Fernando https://www.spencerfernando.com/2018/08/06/sidelined-while-us-eu-reach-agreement-canada-could-still-be-hit-by-auto-tariffs/ …","","","","1026666196115054592","","","https://twitter.com/RGLangille/status/1026666196115054592",""
"dloewen2","2018-08-06-14:10",0,1,1,"Yeah, because of # tariffs and # tradewar EU, Canada and China have each created a tariff on motorcycles made in the US. Designed their tariff to hit # trump specific supporters. # HD didn’t have a choice.","","","# tariffs # tradewar # trump # HD","1026530992306020352","1025975999819702273","AceFortunato5 CaliforniaResis zephbe","https://twitter.com/dloewen2/status/1026530992306020352",""
"dcal4570","2018-08-06-13:25",0,0,0,"SIDELINED: While US & EU Reach Agreement, Canada Could Still Be Hit By Auto Tariffs https://www.spencerfernando.com/2018/08/06/sidelined-while-us-eu-reach-agreement-canada-could-still-be-hit-by-auto-tariffs/ … via @ SpencerFernando","","@ SpencerFernando","","1026519731598057473","","","https://twitter.com/dcal4570/status/1026519731598057473",""
"spookeyteeth","2018-08-06-13:01",0,0,0,"SIDELINED: While US & EU Reach Agreement, Canada Could Still Be Hit By Auto Tariffs https://www.spencerfernando.com/2018/08/06/sidelined-while-us-eu-reach-agreement-canada-could-still-be-hit-by-auto-tariffs/ … via @ SpencerFernando","","@ SpencerFernando","","1026513533444341761","","","https://twitter.com/spookeyteeth/status/1026513533444341761",""
"SpencerFernando","2018-08-06-12:37",28,39,8,"SIDELINED: While US & EU Reach Agreement, Canada Could Still Be Hit By Auto Tariffs. https://www.spencerfernando.com/2018/08/06/sidelined-while-us-eu-reach-agreement-canada-could-still-be-hit-by-auto-tariffs/ …","","","","1026507581626490880","","","https://twitter.com/SpencerFernando/status/1026507581626490880",""
