username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"tutoppak","2018-08-04-01:24",0,0,0,"https://creditrepairinnewjersey.wordpress.com/2018/08/04/government-immigration-advocates-continue-court-clash-over-family-reunification/ … Government, Immigration Advocates Continue Court Clash Over Family Reunification: A federal judge in San Diego will hold a hearing Friday to discuss the government’s progress on meeting a now-expired deadline to end family separations. (Image credit: E…","","","","1025613368374296576","","","https://twitter.com/tutoppak/status/1025613368374296576",""
"SwayzeJp","2018-08-02-21:49",0,0,0,"New story on NPR: Government, Immigration Advocates Continue Court Clash Over Family Reunification https://ift.tt/2vvgC8A A federal judge in San Diego will hold a hearing Friday to discuss the government's progress on meeting a now-expired deadline to end family separations. pic.twitter.com/JHW0I3rRJg","","","","1025196847290351616","","","https://twitter.com/SwayzeJp/status/1025196847290351616","https://pbs.twimg.com/media/Djo7GXkW4AEjX0J.jpg"
"aglawsonUSA","2018-07-06-15:07",0,0,0,"I'm not sure if it included reunification but it would end the separation of future illegal immigrants families. You specifically mentioned children in Texas which is a district specific issue. Mimi is a district rep. She represents us in the federal government.","","","","1015311287411040256","1015259402763407361","Nathantaft RepMimiWalters","https://twitter.com/aglawsonUSA/status/1015311287411040256",""
"HHooversGhost","2018-07-05-00:48",1,1,0,"Lawless Trump Stupids don't even know that Trump hatefully CHANGED border policy to ZERO TOLERANCE causing the trainwreck of state sponsored child abuse Federal judge orders reunification of parents and children, end to family separations at border https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html …","","","","1014732736269934592","1014652398340489216","","https://twitter.com/HHooversGhost/status/1014732736269934592","https://pbs.twimg.com/profile_images/455058092737048576/Pw0GdVEQ_normal.png"
"attorneyrivera","2018-07-02-15:56",0,0,0,"Federal judge orders reunification of parents and children, end to most family separations at border https://www.wptv.com/news/national/federal-judge-orders-reunification-of-parents-and-children-end-to-most-family-separations-at-border …","","","","1013874175382032385","","","https://twitter.com/attorneyrivera/status/1013874175382032385",""
"DunwickLona","2018-06-30-14:40",0,0,0,"Federal judge orders reunification of parents and children, end to family separations at border - CNNPolitics https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html …","","","","1013130260219662336","","","https://twitter.com/DunwickLona/status/1013130260219662336",""
"All_news_US","2018-06-29-06:54",0,0,0,"Federal judge orders reunification of parents and children, end to family separations at border, https://allnewsdaily.net/2018/06/29/federal-judge-orders-reunification-of-parents-and-children-end-to-family-separations-at-border/ …","","","","1012650505359765504","","","https://twitter.com/All_news_US/status/1012650505359765504",""
"RepubliClowns","2018-06-29-06:31",0,0,0,"Federal judge orders reunification of parents and children, end to most family separations at border http://flip.it/K4uajP","","","","1012644740804665345","","","https://twitter.com/RepubliClowns/status/1012644740804665345",""
"jm3107","2018-06-28-14:06",0,0,0,"Federal judge orders reunification of parents and children, end to most family separations http://kfoxtv.com/news/local/federal-judge-orders-reunification-of-parents-and-children-end-to-most-family-separations …","","","","1012396862056423424","","","https://twitter.com/jm3107/status/1012396862056423424",""
"somasyntax","2018-06-28-06:45",0,0,0,"CNN: Federal judge orders reunification of parents and children, end to most family separations at border. https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html … via @ GoogleNews","","@ GoogleNews","","1012285826418393088","","","https://twitter.com/somasyntax/status/1012285826418393088",""
"mustainbinarif","2018-06-28-03:13",0,0,0,"A Federal Order Demands Reunification for Separated Families. Will Trump Comply? https://ift.tt/2KsR963 https://ift.tt/eA8V8J Though President Trump's recent executive order called for an end to migrant family separations, it didn't address what the administration plans to…","","","","1012232568417243137","","","https://twitter.com/mustainbinarif/status/1012232568417243137",""
"MadKane","2018-06-27-21:54",0,2,0,"CNN Headline: 'Federal judge orders reunification of parents and children, end to most family separations at border' pic.twitter.com/c6GQJUY0IV","","","","1012152265250045952","","","https://twitter.com/MadKane/status/1012152265250045952","https://pbs.twimg.com/media/Dgvi26CX4AUSIEc.jpg"
"barbmullings","2018-06-27-21:23",0,0,0,"Federal judge orders reunification of parents and children, end to most family separations at border http://CNN.com - 10 hours ago","","","","1012144391358697472","1012135963924094978","JoyceWhiteVance trugen1","https://twitter.com/barbmullings/status/1012144391358697472",""
"nowak_patti","2018-06-27-20:36",0,0,0,"Federal judge orders reunification of parents and children, end to most family separations at border https://www.abc15.com/news/federal-judge-orders-reunification-of-parents-and-children-end-to-most-family-separations-at-border?utm_source=SilverpopMailing …","","","","1012132679079419906","","","https://twitter.com/nowak_patti/status/1012132679079419906",""
"ghhshirley","2018-06-27-17:31",2,0,0,"Federal judge orders reunification of immigrant parents and children, end to family separations at border, orders time-frame. https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html …","","","","1012086072535371777","","","https://twitter.com/ghhshirley/status/1012086072535371777","https://abs.twimg.com/emoji/v2/72x72/1f44d-1f3fb.png"
"lilikoian","2018-06-27-17:01",0,0,0,"Federal judge orders reunification of parents and children, end to most family separations at border - CNN Politics https://apple.news/ARZLcrcVCTpSlcoJFBQW5eQ …","","","","1012078503313829888","","","https://twitter.com/lilikoian/status/1012078503313829888",""
"thearrendojam","2018-06-27-16:00",0,0,0,"Federal judge orders reunification of parents and children, end to most family separations at border http://via.wghp.com/bPWNU via @ myfox8","","@ myfox8","","1012063012897918976","","","https://twitter.com/thearrendojam/status/1012063012897918976",""
"hysellaz","2018-06-27-15:59",0,0,0,"Phony pic Dems r trying2 help these children. Federal judge orders reunification of parents and children, end to most family separations at border - CNN Politicshttps://apple.news/ARZLcrcVCTpSlcoJFBQW5eQ","","","","1012062760950263808","1011952266268545024","beckyllopez80 realDonaldTrump","https://twitter.com/hysellaz/status/1012062760950263808",""
"Holyterror44","2018-06-27-15:18",0,0,0,"Federal judge orders reunification of parents and children, end to family separations at border - CNNPolitics https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html …","","","","1012052511774203904","","","https://twitter.com/Holyterror44/status/1012052511774203904",""
"Rocketnews1","2018-06-27-15:13",0,0,0,"A Federal Order Demands Reunification for Separated Families. Will Trump Comply? | Though President Trump's recent executive order called for an end to migrant family separations, it didn't address what... | http://www.rocketnews.com/2018/06/a-federal-order-demands-reunification-for-separated-families-will-trump-comply/ …","","","","1012051381744742401","","","https://twitter.com/Rocketnews1/status/1012051381744742401",""
"analaura2790","2018-06-27-15:02",0,0,0,"Federal judge orders reunification of parents and children, end to family separations at border - CNNPolitics https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html …","","","","1012048568528580608","","","https://twitter.com/analaura2790/status/1012048568528580608",""
"platinum82810","2018-06-27-14:49",0,0,0,"Federal judge orders reunification of parents and children, end to most family separations at border https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html …","","","","1012045197314682881","","","https://twitter.com/platinum82810/status/1012045197314682881",""
"ItsMyronMays","2018-06-27-14:48",0,0,0,"Federal judge orders reunification and puts an end to family separations at the border http://www.whatshappeningmyron.com/news/federal-judge-orders-reunification-and-puts-an-end-to-family-separations-at-the-border/ …","","","","1012044934717825024","","","https://twitter.com/ItsMyronMays/status/1012044934717825024",""
"trstdtravlr","2018-06-27-14:38",0,0,0,"why Federal judge orders reunification of parents and children, end to most family separations at border","","","","1012042499182022657","","","https://twitter.com/trstdtravlr/status/1012042499182022657",""
"OccuWorld","2018-06-27-14:32",0,0,0,"Federal judge orders reunification and puts an end to family separations at the border http://www.occuworld.org/news/4235774","","","","1012040951425110016","","","https://twitter.com/OccuWorld/status/1012040951425110016",""
"SmashBlockTV","2018-06-27-14:28",0,0,0,"Federal judge orders reunification and puts an end to family separations at the border https://ift.tt/2tKqpGO","","","","1012039994435883008","","","https://twitter.com/SmashBlockTV/status/1012039994435883008",""
"GaryAltonFox","2018-06-27-14:24",0,0,0,"Federal judge orders reunification of parents and children, end to family separations at border https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html … # migrantchildren","","","# migrantchildren","1012039046930075649","","","https://twitter.com/GaryAltonFox/status/1012039046930075649",""
"SmashBlockTV","2018-06-27-14:23",0,0,0,"Federal judge orders reunification and puts an end to family separations at the border https://smashblocktv.com/2018/06/27/federal-judge-orders-reunification-and-puts-an-end-to-family-separations-at-the-border/ …pic.twitter.com/bbBiZttHjP","","","","1012038767039991811","","","https://twitter.com/SmashBlockTV/status/1012038767039991811","https://pbs.twimg.com/media/Dgt75QsVQAALc4i.jpg"
"rpstranslations","2018-06-27-14:00",0,0,0,"Federal judge in the United States orders reunification of parents and children, end to family separations at border - CNNPolitics http://ow.ly/GUwO30kGnlf","","","","1012032978086752256","","","https://twitter.com/rpstranslations/status/1012032978086752256",""
"trustdtravelr","2018-06-27-13:48",0,0,0,"Federal judge orders reunification of parents and children, end to most family separations at border","","","","1012029955864186880","","","https://twitter.com/trustdtravelr/status/1012029955864186880",""
"stonejd","2018-06-27-13:48",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ … via @ dailycaller","","@ dailycaller","","1012029950289956864","","","https://twitter.com/stonejd/status/1012029950289956864",""
"cherisefuselier","2018-06-27-13:29",0,0,0,"Federal judge orders reunification of parents and children, end to family separations at border - CNNPolitics https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html …","","","","1012025151284625408","","","https://twitter.com/cherisefuselier/status/1012025151284625408",""
"AzizaRegrag","2018-06-27-13:19",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ … via @ dailycaller","","@ dailycaller","","1012022661436854272","","","https://twitter.com/AzizaRegrag/status/1012022661436854272",""
"Americanb4Black","2018-06-27-13:06",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ …","","","","1012019377430986753","","","https://twitter.com/Americanb4Black/status/1012019377430986753",""
"macwizer","2018-06-27-13:02",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ … via @ dailycaller. Not your job to decide what kind of country we are, it is to apply the law","","@ dailycaller","","1012018354637320192","","","https://twitter.com/macwizer/status/1012018354637320192",""
"FOX5Vegas","2018-06-27-13:00",2,2,1,"READ MORE: Federal judge orders reunification of parents and children, end to most family separations at border >https://bit.ly/2KnL7XA pic.twitter.com/E7PC5UomTc","","","","1012017720001515522","","","https://twitter.com/FOX5Vegas/status/1012017720001515522","https://pbs.twimg.com/media/DgtlQuIX0AUb1jA.jpg"
"Susan_Larson_TN","2018-06-27-12:51",0,1,0,"# Federal # judge orders reunification of # parents and # children, end to most family separations at border. Must reunite parents with children within 30 days. # Women # Immigration https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/ …","","","# Federal # judge # parents # children # Women # Immigration","1012015670899499009","","","https://twitter.com/Susan_Larson_TN/status/1012015670899499009",""
"zConsider","2018-06-27-12:17",0,0,0,"Federal judge orders reunification of parents & children, end to family separations at border CNNPolitics https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html … # Consider","","","# Consider","1012007106122141696","","","https://twitter.com/zConsider/status/1012007106122141696",""
"WMUR9","2018-06-27-12:00",0,1,2,"Federal judge orders reunification of parents and children, end to most family separations at border http://bit.ly/2IugMSc pic.twitter.com/R0gz6lDjpd","","","","1012002750920642560","","","https://twitter.com/WMUR9/status/1012002750920642560","https://pbs.twimg.com/media/DgtbI4FUEAMRZnC.jpg"
"humanizoom","2018-06-27-11:50",0,1,0,"Federal Judge Orders # Immigrant Family Reunification Within 30 days — Ends Family Separation June 27th, 2018 # FamiliesBelongTogther http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ …","","","# Immigrant # FamiliesBelongTogther","1012000142826799107","","","https://twitter.com/humanizoom/status/1012000142826799107",""
"Boomer_Patriot","2018-06-27-11:35",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ … via @ dailycaller","","@ dailycaller","","1011996385720315906","","","https://twitter.com/Boomer_Patriot/status/1011996385720315906",""
"Unicorn144","2018-06-27-11:24",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ … via @ dailycaller","","@ dailycaller","","1011993669161967624","","","https://twitter.com/Unicorn144/status/1011993669161967624",""
"wdsu","2018-06-27-11:15",1,2,0,"Federal judge orders reunification of parents and children, end to most family separations at border http://bit.ly/2Ku33fK pic.twitter.com/rzjn45szNS","","","","1011991362567368705","","","https://twitter.com/wdsu/status/1011991362567368705","https://pbs.twimg.com/media/DgtQx-_U8AAY7Nn.jpg"
"BledsoeChuck","2018-06-27-11:14",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ … via @ dailycaller - More progressive meddling from the bench.","","@ dailycaller","","1011991277632610304","","","https://twitter.com/BledsoeChuck/status/1011991277632610304",""
"kbierley","2018-06-27-11:14",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ … via @ dailycaller","","@ dailycaller","","1011991197118803968","","","https://twitter.com/kbierley/status/1011991197118803968",""
"dc5150319","2018-06-27-11:14",0,0,0,"Federal judge orders reunification of parents and children, end to family separations at border - CNNPolitics https://www.cnn.com/2018/06/26/politics/federal-court-order-family-separations/index.html …","","","","1011991074112442370","","","https://twitter.com/dc5150319/status/1011991074112442370",""
"RAL1949","2018-06-27-11:10",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ … via @ dailycaller fuck invaders of my Country","","@ dailycaller","","1011990107908399106","","","https://twitter.com/RAL1949/status/1011990107908399106",""
"907AlaskanFern","2018-06-27-11:04",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ …","","","","1011988550936432640","","","https://twitter.com/907AlaskanFern/status/1011988550936432640",""
"robertgleeman","2018-06-27-10:57",0,0,0,"Federal Judge Orders Immigrant Family Reunification Within 30 days — Ends Family Separation http://dailycaller.com/2018/06/27/california-judge-rapid-reunification/ … via @ dailycaller","","@ dailycaller","","1011986903766188032","","","https://twitter.com/robertgleeman/status/1011986903766188032",""
"MopedSurfer78","2018-06-27-10:57",0,0,0,"This judge’s rebuke at the end is really great to hear! ...Federal judge orders reunification of parents and children, end to most family separations at border http://via.wgntv.com/ZVotg","","","","1011986769435381760","","","https://twitter.com/MopedSurfer78/status/1011986769435381760",""
