username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"MichalTarny","2018-07-23-06:27",1,1,0,"@ DevinNunes should be voted out of the House and charged criminally for obstruction, collusion, perjury! ⁦ @ SpeakerRyan⁩ to blame! Both obstructed justice! Undermined intelligence community for Russia and others by demanding protected information! https://www.nytimes.com/2018/07/22/us/politics/how-a-trump-decision-revealed-a-gop-memos-shaky-foundation.html …","","@ DevinNunes @ SpeakerRyan","","1021341111057608705","","","https://twitter.com/MichalTarny/status/1021341111057608705",""
"JoseyphineJohns","2018-07-22-15:51",0,0,1,"ABSOLUTELY ... I have as well as heard different CIA , FBI Officers & watched the hearings of how it came about. Then Devin Nunes started OBSTRUCTING the HOUSE INVESTIGATIONS & Demanding that Rod Rosenstein turns over EXTREMELY HIGHLY CLASSIFIED INFORMATION","","","","1021120452968828929","1018890862653157381","ExtremismIsBad realDonaldTrump","https://twitter.com/JoseyphineJohns/status/1021120452968828929",""
"CANEI11","2018-07-17-01:59",0,2,0,"Help Andrew Janz replace trump's patsy Devin Nunes. Nunes is equally guilty of obstruction of justice. Nunes is currently demanding DOJ hand over classified files on the ongoing trump/Russia investigation. Nunes would immediately run to trump/putin with all useful information. https://twitter.com/JanzforCongress/status/1019070684348026882 …","","","","1019099346808201216","","","https://twitter.com/CANEI11/status/1019099346808201216","https://ton.twimg.com/twitter_shared_public/team_blobstore/avatar_gov_bldg_48x48.png"
"US_Dem_Voices","2018-07-09-19:01",0,0,1,"Rep. Devin Nunes (R-CA) is demanding that special counselor Robert Mueller release all of his information to the House Intelligence Committee, but... https://www.rawstory.com/2018/07/dem-congressman-reveals-rogue-devin-nunes-refused-even-speak-intelligence-committee-months/ …","","","","1016457310217089025","","","https://twitter.com/US_Dem_Voices/status/1016457310217089025",""
"DigitalRx_Media","2018-07-09-18:33",0,0,0,"Nunes is demanding that SC Mueller release all of his information to the House Intelligence Committee, but according to colleagues he’s not working with his fellow members on it, much less keeping them abreast. Nunes is scared because he’s next to be indicted. pic.twitter.com/aiPlv5UIwt","","","","1016450336272408578","1016174341271089152","DevinNunes JudgeJeanine","https://twitter.com/DigitalRx_Media/status/1016450336272408578","https://pbs.twimg.com/media/DhsoLQkUwAAa5Uj.jpg"
"heyjdey","2018-07-09-13:47",0,0,0,"Complicit & treasonous Trump toadie Devin Nunes is demanding that Robert Mueller release all of his information to the House Intelligence Committee, but he’s gone rogue & 'hasn't notified the Committee about anything he’s going to do for months now' https://www.rawstory.com/2018/07/dem-congressman-reveals-rogue-devin-nunes-refused-even-speak-intelligence-committee-months/ …","","","","1016378372740415489","","","https://twitter.com/heyjdey/status/1016378372740415489",""
"420institute1","2018-07-05-21:05",0,1,1,"One lying scumbag is not about to get rid of another lying scumbag. just look at all the shit he encouraged Devin Nunes to do,including smearing our IC,FISA judges & demanding classified information on an ongoing investigation just 2 leak it,things no other speaker would ever do","","","","1015039008466919424","1015029983012704256","CherieBrantner dcandohio","https://twitter.com/420institute1/status/1015039008466919424",""
"Abrokeguy","2018-06-29-08:23",0,0,0,"@ SpeakerRyan We see what your House oversight committee is trying to do. Your committee is demanding information on an ongoing investigation with the purpose of getting that info to TRUMP. He hasn't been indicted YET. This is illegal! Devin Nunes is in Trumps pocket...","","@ SpeakerRyan","","1012672870596608000","","","https://twitter.com/Abrokeguy/status/1012672870596608000",""
"JCampbellVA75","2018-06-28-14:02",0,1,0,"Let's fix this headline.... House Intelligence Chairman Devin Nunes is demanding new information so he can figure out how many years he;ll be a jail house bitch. @ DevinNunes do your stretches so you don't tear on the first day a train is pulled on you..","","@ DevinNunes","","1012395951179300864","1011808110703411201","CNN","https://twitter.com/JCampbellVA75/status/1012395951179300864",""
"jamesenki","2018-06-27-15:25",0,0,0,"@ DevinNunes Hey dumb-ass...I cannot believe you haven't been arrested yet. Why don't you head home and enjoy the last of your freedom. Nunes is demanding new information on Trump campaign and FBI informants https://www.cnn.com/2018/06/26/politics/devin-nunes-trump-campaign-request/index.html … Shared from my Google feed","","@ DevinNunes","","1012054313596841984","","","https://twitter.com/jamesenki/status/1012054313596841984",""
