username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"thesixyardsbox","2018-08-08-17:15",0,0,0,"BREAKING: Chelsea sign Athletic goalkeeper Kepa for world-record fee of €80m. Kepa beats the highest ever sum for a keeper - the €72m Liverpool paid Roma for Brazil's Alisson just last… https://www.instagram.com/p/BmO41rNjukX/?utm_source=ig_twitter_share&igshid=1lnnx2lhhz90v …","","","","1027302275377782800","","","https://twitter.com/thesixyardsbox/status/1027302275377782800","https://abs.twimg.com/emoji/v2/72x72/1f6a8.png"
"amyampaire","2018-08-08-16:53",0,2,0,"Liverpool sign Roma goalkeeper Alisson for world-record £66.9m fee Chelsea hold my beer! Chelsea are set to pay the €80m release clause for Athletic Bilbao goal-keeper; Kepa Arrizabalaga.","","","","1027296755321372672","","","https://twitter.com/amyampaire/status/1027296755321372672",""
"ANSisHere","2018-08-08-14:24",0,3,1,"19 July 2018 Alisson (Goalkeeper) - Roma to Liverpool - £65m [2016-ൽ റോമയിലെത്തിയ ബ്രസീലിയൻ ഗോൾകീപ്പർ അലിസൺ അവർക്കായി 64 മത്സരങ്ങളിൽ ഗോൾവല കാത്തിട്ടുണ്ട്... വേൾഡിലെ ഏറ്റവും വില കൂടിയ ഗോൾകീപ്പർ എന്ന പദവിയോടെയാണ് അലിസൺ ലിവർപൂളിലേക്ക് ചേക്കേറുന്നത്...] pic.twitter.com/tNkezRVOoS","","","","1027259144137465856","1022539554211807232","","https://twitter.com/ANSisHere/status/1027259144137465856","https://pbs.twimg.com/media/DkGOvsyUwAAzyDc.jpg"
"RenegadeGk","2018-08-08-11:55",0,0,0,"Liverpool agreed to a staggering fee for AS Roma and Brazil goalkeeper Alisson Becker. Here are the world's previous six most expensive goalkeepers http://www.espn.com/soccer/english-premier-league/story/3135816/the-most-expensive-goalkeepers-in-world-football-before-alisson-becker … # gkunion # goalkeeper","","","# gkunion # goalkeeper","1027221674742165505","","","https://twitter.com/RenegadeGk/status/1027221674742165505",""
"BambaSports","2018-08-08-02:05",1,2,0,"Transfer News: Chelsea are looking to sign 23 year old Athletic Bilbao goalkeeper, Kepa Arrizabalaga, for a world record fee, for a goalkeeper, of £71.6m. The current record is held by Liverpool who signed Alisson Becker from AS Roma for £65m this summer. # BambaSport # TransferNewspic.twitter.com/diI6545y8y","","","# BambaSport # TransferNewspic","1027073183726399489","","","https://twitter.com/BambaSports/status/1027073183726399489","https://pbs.twimg.com/media/DkDlmnvX0AA4Om1.jpg"
"netbet","2018-08-07-18:31",0,3,0,"Chelsea to sign the most expensive goalkeeper ever! Kepa Arrizabalaga £71.6m (Athletic Bilbao > Chelsea) 2018 Alisson Becker £66.9m (Roma &gt; Liverpool) 2018 Ederson Moraes, £34.7m (Benfica > Manchester City) 2017 Gianluigi Buffon £32.6m (Parma to Juventus) 2001 pic.twitter.com/WaWc76tkNX","","","","1026958991291822080","","","https://twitter.com/netbet/status/1026958991291822080","https://abs.twimg.com/emoji/v2/72x72/1f535.png"
"robert_sellick","2018-08-07-16:02",1,4,0,"Liverpool sign Roma goalkeeper Alisson for world-record £66.9m fee Chelsea hold my beer! Chelsea agree world record £71m fee to sign Athletic Bilbao goalkeeper Kepa Arrizabalaga","","","","1026921446310850565","","","https://twitter.com/robert_sellick/status/1026921446310850565",""
"sportnsdesk","2018-08-07-14:34",0,0,0,"Liverpool's world record fee for Alisson Becker might be broken immediately with Chelsea closing in on Bilbao goalkeeper: Alisson arrived at Anfield in a £65m deal from Roma http://dld.bz/gVPMV","","","","1026899313820147713","","","https://twitter.com/sportnsdesk/status/1026899313820147713",""
"cfc_wale","2018-08-07-13:41",20,94,0,"The Athletic Bilbao star will become the most expensive goalkeeper in the world with his release clause triggered, topping the £67m Liverpool paid Roma for Alisson. (Mirror) # CFC","","","# CFC","1026886086038052864","1026885919268368384","","https://twitter.com/cfc_wale/status/1026886086038052864","https://pbs.twimg.com/profile_images/1004748355245887488/ZJMQyxb0_normal.jpg"
"beebree0","2018-08-07-12:59",0,0,2,"Cristiano Ronald left for Juventus and Roma goalkeeper Alisson leaving for Liverpool. # ICCOnStarTimes","","","# ICCOnStarTimes","1026875485081554945","1026688267998121985","","https://twitter.com/beebree0/status/1026875485081554945","https://pbs.twimg.com/profile_images/1023495558596579328/h_esS9px_normal.jpg"
"rumorstransfers","2018-08-07-08:17",1,0,0,"With Simon Mignolet now Liverpool's third-choice goalkeeper following the summer signing of Alisson from Roma, Napoli are keen to take the Belgium international on loan, according to La Derniere Heure.","","","","1026804398775824384","","","https://twitter.com/rumorstransfers/status/1026804398775824384",""
