username	date	retweets	favorites	text	geo	mentions	hashtags	tweetid	conversationid	replyto	permalink	imagelink
JamieRJN	2018-05-20 15:42	1	0	Should be implemented nationwide at All Schools: -armed resource officers -armed teachers who complete background & firearm training -metal detectors at points of entrance -surveillance cameras -no trench coat policy -clear backpacks See: Airports & Israel as examples				998287900432355328	998285305949061120	TexasTribune	https://twitter.com/JamieRJN/status/998287900432355328	
EgoLegione	2018-03-29 00:26	3	5	Take lessons from Israel , they had one school shooting. Do you know what they did next day ? They signed bill into law that funded firearm training of teachers and even janitors and placed armed guards , since than zero shootings.				979213163790028800	979159573834563584	leslieherod	https://twitter.com/EgoLegione/status/979213163790028800	
EgoLegione	2018-03-27 11:54	2	5	For as how long as it takes to protect our kids and give our schools and teachers fighting chance There was one school attack in Israel , you know what they did next day ? They signed bill into a law that provided teachers hell even janitors with firearm training and armed them				978661658825580549	978062513458774016	DarthpaulyMy MammaLon	https://twitter.com/EgoLegione/status/978661658825580549	
NoahCuree	2018-03-24 23:50	0	2	Those 7% of teachers should have the right to carry if they wish to do so. No one has said that all teachers have to carry a firearm. After a school shooting in Israel in 1974 teachers were allowed to have access to firearms and since then only two such shootings have occurred				977754469134979073	977729786524119040	heather_kris KyleKashuv POTUS	https://twitter.com/NoahCuree/status/977754469134979073	
dhart2001	2018-03-08 10:55	0	0	If they want to "beef up security", they should do it like Israel does. One armed security at school entrance (with EXTENSIVE firearm training). NO armed teachers. Total gun control (EXTENSIVE background checks, MANDATORY firearm training, etc.) They maintain serious protection.				971776540571615233	971766503426097152	nytimes	https://twitter.com/dhart2001/status/971776540571615233	
MySheinablanker	2018-03-07 17:45	0	0	Dear President Trump Teachers in Israel hold a firearm & there School’s are more at risk than our’s & they virtually don’t have any issues.Why are the American People so resistant?				971517218252099584	966653833047887874	realDonaldTrump	https://twitter.com/MySheinablanker/status/971517218252099584	
Ganshohawanee	2018-02-24 22:49	18	15	Say what? # BrowardCoward # ParklandCoward Sheriff Israel it's ok with firearm training in a Mosque but isn't for public school teachers? How about teaching in Christian churches is he for that? ...or he just want to take away the firearms to US citizens only? @ POTUShttps://twitter.com/NetworksManager/status/965431297643565056 …		@ POTUShttps	# BrowardCoward # ParklandCoward	967607512450072577			https://twitter.com/Ganshohawanee/status/967607512450072577	https://pbs.twimg.com/media/DWXmpKQW0AEW9ux.jpg
WarWolfActual	2018-02-24 07:07	0	1	There's only 3.6 million teachers employed across the U.S., not 5 million. Secondly, were talking about those licensed to concealed carry be allowed to carry in school. They already have the license and the firearm. I personally know of 3! Israel successfully did it, why not us?				967370493220343808	966855537085296640	RobbyTheremin RealJack ireneandrade10	https://twitter.com/WarWolfActual/status/967370493220343808	
ShadiqUnique	2018-02-22 11:07	0	0	Since Israel made it mandatory for all teachers to carry a firearm, there school shootings have plummeted to exactly 0 every year. it’s nearly impossible to track down and collect 400 million (registered) guns. But it’s very easy to give every teacher in the us a firearm. pic.twitter.com/G0ZOO2ycNe				966706096462114816	966703855177256960	shofu realDonaldTrump	https://twitter.com/ShadiqUnique/status/966706096462114816	https://pbs.twimg.com/media/DWpuEKYW0AAt8Wj.jpg
budfoxnole	2018-02-21 23:47	0	3	Moron. 911 response time is an average of 11 minutes. I think if I were a teacher (and my wife is) I would like the CHOICE to carry a firearm to protect myself and my students. Israel trains their teachers, and all school shootings have ceased. Don’t let facts get in the way.				966534785500876802	966512605807378433	ryanstruyk	https://twitter.com/budfoxnole/status/966534785500876802	
RachelKasten	2018-02-21 21:15	0	1	It is illegal for a teacher to have a firearm in a school in Israel. Please stop relying on info you saw in a meme. https://www.cga.ct.gov/2013/rpt/2013-R-0119.htm …				966496590448988161	966483307515953152	jim_pratt_65 Jason_Hightower	https://twitter.com/RachelKasten/status/966496590448988161	
grillnguy	2018-02-21 20:37	0	0	You want policies that keep kids safe in school? Then have a look at Israel. Give teachers and educators the ability to have the training and availability of a firearm close at hand. This will be the ONLY thing that would give em a chance at safety. # armedteacers			# armedteacers	966487179240361984	966376433735143424	FoxNews	https://twitter.com/grillnguy/status/966487179240361984	
Driveshard75	2018-02-21 20:13	0	3	Then maybe we should follow Israel. Now they are letting school teachers carry a firearm. School shootings have dropped dramatically. pic.twitter.com/GOmcIkQTsx				966480932151623680	966117265426001920	MarkJourneys realDonaldTrump	https://twitter.com/Driveshard75/status/966480932151623680	https://pbs.twimg.com/media/DWmhRybX0AAvZSX.jpg
BeachOfNormandy	2018-02-18 07:19	0	0	1. Consolidate power 2.Corrupt the consolidated power .. This is your suggestion. Name a time in history step 2 has not come to pass. Firearm ownership is best/dispersed. Teacher concealed carry/ Armed security at schools would eliminate school attacks... does in Israel.				965198968471916545	965186288063102977	RareJedhi	https://twitter.com/BeachOfNormandy/status/965198968471916545	
GaryZPon	2018-02-17 02:52	0	1	And like I said their main focus wouldB teaching Like most people that carry all the time, most never have to bring out their firearm I'm sure there could be a lot of teachers that wouldn't mind being allowed to carry @work. Works well in Israel, pretty much NO school shootings				964769437877284865	964720831203917824	LapThis IFREEZN	https://twitter.com/GaryZPon/status/964769437877284865	
SyntheticIntelQ	2018-02-16 14:44	0	0	Stop being a retard for 2 minutes if the teachers had firearms like they do in Israel, which has never once had a school shooting. Then the adults could have protected the students. But nooooo... Let's adopt Mexico's firearm policy pic.twitter.com/rXg8JncqDX				964586248655515651	964509154357411840	TrumpIsKnownAs realDonaldTrump	https://twitter.com/SyntheticIntelQ/status/964586248655515651	https://pbs.twimg.com/media/DWLmELXXcAAeEce.jpg
Dmitrifg1	2018-02-16 00:16	0	0	Or maybe every teacher should have a firearm of some sort in the classroom in a safe. It would make School safer. We need to start being like Israel. They haven’t had a school shooting or a hijacking. Their security is much more safer and schools allow teachers to carry guns.				964367928660434945	963918936432574464	YBPLive YourAnonNews	https://twitter.com/Dmitrifg1/status/964367928660434945	
Rodney_Nielsen	2018-02-15 19:36	0	4	Every public school teacher should be trained and carry a firearm. Just like in Israel. . .				964297352340099072	964282343828566016	KTVU	https://twitter.com/Rodney_Nielsen/status/964297352340099072	
hpshooter1	2018-02-15 16:46	0	0	they don’t have attacks on schools in Israel..teachers are armed Joey its doubtful in your metrosexual beta male crowd that anyone owns a firearm it might make loud noises that would frighten them				964254622406840320	964069840909754368	javkie_jackie JoeNBC	https://twitter.com/hpshooter1/status/964254622406840320	
camoceo	2018-02-15 13:33	0	0	You need to introduce firearm training for teachers and hiring armed Vets to patrol our schools. This doesn’t happen in Israel.				964206103113342976	964181114448433152	BillOReilly	https://twitter.com/camoceo/status/964206103113342976	
