username	date	retweets	favorites	text	geo	mentions	hashtags	tweetid	conversationid	replyto	permalink	imagelink
Ray_of_light072	2018-07-23 11:38	0	1	ぼくのなつやすみ４ # ファインダー越しの私の世界 # 写真好きな人と繋がりたい # 写真で伝えたい私の世界 # portraitphotography # portrait # portraits # photography # photo # photos # photograph # 夏休み # 浴衣pic.twitter.com/OFld7GoSNP			# ファインダー越しの私の世界 # 写真好きな人と繋がりたい # 写真で伝えたい私の世界 # portraitphotography # portrait # portraits # photography # photo # photos # photograph # 夏休み # 浴衣pic	1021419212340834304	1021155064814100480		https://twitter.com/Ray_of_light072/status/1021419212340834304	https://pbs.twimg.com/media/DizPVeTUEAEXEaI.jpg
HeatherHummel	2018-07-23 09:58	0	0	I mostly photograph landscapes, but on the occasions when I photograph people, it's usually with their pets! https://www.heatherhummelphotography.com/Galleries/People-Portraits/i-GwZFrMz … # portraits # peopleandpets # dogsrule # photographer # photography... https://www.heatherhummelphotography.com/Galleries/People-Portraits/i-GwZFrMz …			# portraits # peopleandpets # dogsrule # photographer # photography	1021394219477368833			https://twitter.com/HeatherHummel/status/1021394219477368833	
SA1000KOchan	2018-07-23 08:40	0	1	埃ついてる。。 # 写真 # 写真作品 # portrait # portraitphotography # photo # photos # photography # photograph # photographer # film # filmcamera # 35mm # ポートレート撮影 # ポートレート # 被写体 https://www.instagram.com/p/BlkxP8OBzC5/?utm_source=ig_twitter_share&igshid=2q7hez2j05gi …			# 写真 # 写真作品 # portrait # portraitphotography # photo # photos # photography # photograph # photographer # film # filmcamera # 35mm # ポートレート撮影 # ポートレート # 被写体	1021374614578999297			https://twitter.com/SA1000KOchan/status/1021374614578999297	
CourtneyFPhoto	2018-07-23 08:24	0	1	The day before... I gifted all of my aunts and uncles a large photograph of the last big family portrait I took in November. The look on their faces... watching them show everyone... this is what photography is all about for me.				1021370428093288449	1021369664532877312		https://twitter.com/CourtneyFPhoto/status/1021370428093288449	https://pbs.twimg.com/profile_images/903448049015455746/WbD5-ULd_normal.jpg
SA1000KOchan	2018-07-23 08:18	1	3	新しいポートフォリオ作った # 写真 # 写真作品 # portrait # portraitphotography # photo # photography # photograph # photographer # ポートレート撮影 # ポートレート # 被写体 # 従姉妹pic.twitter.com/jznc2Re0Ct			# 写真 # 写真作品 # portrait # portraitphotography # photo # photography # photograph # photographer # ポートレート撮影 # ポートレート # 被写体 # 従姉妹pic	1021369021160046592			https://twitter.com/SA1000KOchan/status/1021369021160046592	https://pbs.twimg.com/media/DiyhtU4VsAE_sLv.jpg
blackbass_pg	2018-07-23 08:18	3	8	ライヴ刹影のご依頼、お待ちしております 18/07/22 仙台 spaceZero. Bullet of FLASH. # BulletofFLASH # live # livephoto # livephotography # portrait # picture # photo # photograph # photography # coregraphy # shootingpic.twitter.com/h72vvtbMkd			# BulletofFLASH # live # livephoto # livephotography # portrait # picture # photo # photograph # photography # coregraphy # shootingpic	1021368874783059968			https://twitter.com/blackbass_pg/status/1021368874783059968	https://pbs.twimg.com/media/Diyhk1sUEAAOy7e.jpg
blackbass_pg	2018-07-23 08:18	1	5	ライヴ刹影のご依頼、お待ちしております 18/07/22 仙台 spaceZero. Bullet of FLASH. # BulletofFLASH # live # livephoto # livephotography # portrait # picture # photo # photograph # photography # coregraphy # shootingpic.twitter.com/nKM0KhRDyd			# BulletofFLASH # live # livephoto # livephotography # portrait # picture # photo # photograph # photography # coregraphy # shootingpic	1021368858739814403			https://twitter.com/blackbass_pg/status/1021368858739814403	https://pbs.twimg.com/media/Diyhj1iUwAAt3w2.jpg
Ray_of_light072	2018-07-23 07:47	0	6	そうだ 秩父、 行こう。 # ファインダー越しの私の世界 # 写真好きな人と繋がりたい # 写真で伝えたい私の世界 # portraitphotography # portrait # portraits # photography # photo # photos # photograph pic.twitter.com/bk6B7Pop5Q			# ファインダー越しの私の世界 # 写真好きな人と繋がりたい # 写真で伝えたい私の世界 # portraitphotography # portrait # portraits # photography # photo # photos # photograph	1021361170173722624			https://twitter.com/Ray_of_light072/status/1021361170173722624	https://pbs.twimg.com/media/DiyajaYV4AENpwS.jpg
visualFMstudio	2018-07-23 07:08	0	0	photo : @ visualFMstudio # photography # photographer # photograph # scene # set # beauty # emotional # portrait # bollywood # fashionph # fashion # fashionshow # fashionday # fashionpost # fashionstyle # fashionmodel # model : Ilenia Perna © 2018pic.twitter.com/sDBNzig0s5		@ visualFMstudio	# photography # photographer # photograph # scene # set # beauty # emotional # portrait # bollywood # fashionph # fashion # fashionshow # fashionday # fashionpost # fashionstyle # fashionmodel # model	1021351285101129728			https://twitter.com/visualFMstudio/status/1021351285101129728	https://pbs.twimg.com/media/DiyRkmpXUAAT3QY.jpg
Ray_of_light072	2018-07-23 06:54	1	12	ぼくのなつやすみ３ # ファインダー越しの私の世界 # 写真好きな人と繋がりたい # 写真で伝えたい私の世界 # portraitphotography # portrait # portraits # photography # photo # photos # photograph # 夏休み # 浴衣pic.twitter.com/VBRJsqD1OH			# ファインダー越しの私の世界 # 写真好きな人と繋がりたい # 写真で伝えたい私の世界 # portraitphotography # portrait # portraits # photography # photo # photos # photograph # 夏休み # 浴衣pic	1021347818047397888	1021155064814100480		https://twitter.com/Ray_of_light072/status/1021347818047397888	https://pbs.twimg.com/media/DiyOYu3V4AEPECk.jpg
