username	date	retweets	favorites	text	geo	mentions	hashtags	tweetid	conversationid	replyto	permalink	imagelink
katedrummy	2018-04-14 08:00	0	2	Ok but there are actually little lizard dragons on this planet and I want one. Draco Volans. Look that shit up				985125755259629568			https://twitter.com/katedrummy/status/985125755259629568	
telekrex	2018-03-03 00:38	0	0	Draco Volans lizard known as "flying dragon": Indonesian. Xenodermus known as "dragonsnake", first of its family: Indonesian. Earless Monitor, first of its family but related to monitors: Indonesian. Komodo dragon, largest living monitor: Indonesian.				969809205157924864			https://twitter.com/telekrex/status/969809205157924864	
AlexM_ora	2018-03-02 14:15	5	12	Draco volans, the common flying dragon, is a species of lizard endemic to Southeast Asia. pic.twitter.com/8ru9boSjSH				969652355766607872	969633453133017088	welcomet0nature	https://twitter.com/AlexM_ora/status/969652355766607872	https://pbs.twimg.com/media/DXTlpD7UQAA7US8.jpg
dfh_1	2018-01-07 18:35	0	0	RT @ Strange_Animals: Draco volans is a lizard from SE Asia. Skin flaps on its ribs form 'wings' that help it glide like a small dragon https://twitter.com/Strange_Animals/status/950094700630835200/photo/1pic.twitter.com/FtNy0WLzmt		@ Strange_Animals		950148986161258497			https://twitter.com/dfh_1/status/950148986161258497	
bcessay	2017-09-28 19:28	0	1	Draco volans, the common flying dragon, is a species of lizard endemic to Southeast Asia. Like other members of genus Draco, pic.twitter.com/IHry7pWy8P				913545935132782593			https://twitter.com/bcessay/status/913545935132782593	https://pbs.twimg.com/media/DK2RKhnWsAAFrCV.jpg
DrAmarMOH	2017-06-22 19:22	4	10	Flying Lizard or Common Flying Dragon (Draco volans) using dewlap to signal others @ projectnoah @ inaturalist @ Avibasepic.twitter.com/W6AAQHKmJN		@ projectnoah @ inaturalist @ Avibasepic		878030391495413760			https://twitter.com/DrAmarMOH/status/878030391495413760	
cobaltaquatic	2016-12-16 16:18	0	0	Wow! Draco volans, the common flying dragon, is a species of lizard endemic to Southeast Asia. Like other members... http://fb.me/PZcMG19i				809870255833182208			https://twitter.com/cobaltaquatic/status/809870255833182208	
ciliwungrc	2016-09-28 13:44	0	0	Flying Dragon/Cekiber, Haphap (Draco volans) is a species of Agamid lizard found on Java. This… https://www.instagram.com/p/BF4O4TUKh-5/				781187906379612161			https://twitter.com/ciliwungrc/status/781187906379612161	
abbottsingh69	2016-08-09 11:45	0	0	Draco volans, commonly known as the flying dragon, is a species of lizard endemic to Southeast Asia. http://pinterest.com/pin/353532639482932829/ …				763038420411224065			https://twitter.com/abbottsingh69/status/763038420411224065	
nathanebaker	2016-08-06 23:36	0	0	Draco volans, commonly known as the flying dragon, is a species of lizard endemic to Southeast Asia.... - http://pinterest.com/pin/AbiauAMZYwB9GtK7ygNaVKgqGGodtejyN1ZoxKczAqOKFxxH0trnEeU/?s=3&m=twitter …				762130345714069504			https://twitter.com/nathanebaker/status/762130345714069504	
36Monna	2016-07-30 18:02	0	0	Draco volans, commonly known as the flying dragon, is a species of lizard endemic to Southeast Asia. http://pinterest.com/pin/449304500307427842/ …				759509495961817088			https://twitter.com/36Monna/status/759509495961817088	
Okiyome	2016-07-23 17:22	0	0	Draco volans, commonly known as the flying dragon, is a species of lizard endemic to Southeast Asia. http://pinterest.com/pin/484699978628765282/ …				756962722298945536			https://twitter.com/Okiyome/status/756962722298945536	
