username	date	retweets	favorites	text	geo	mentions	hashtags	tweetid	conversationid	replyto	permalink	imagelink
larapthinks	2018-07-20 06:20	0	1	These people are coordinating behind the scenes & being unchallenged Then consider Kremlin defending (but admitting as fact) Arron Banks’ visits in the lead up to the referendum, the electoral fraud & dark money & that we accept fact that Russia interfered in Trump election 3/				1020252177204482048	1019123929112367104	larapthinks geor97	https://twitter.com/larapthinks/status/1020252177204482048	
Splatzloki	2018-07-17 20:58	0	0	and trump is the SOLE BENEFICIARY!! this is just warhawking against russia so that we can start # WW3 in Ukraine and Syria. Why else would the election not get overturned? why isn't trump charged with conspiracy to commit electoral fraud in a presidential election? # traitor			# WW3 # traitor	1019385844560474114	1019331780573360128	MeetThePress MSNBC KatyTurNBC	https://twitter.com/Splatzloki/status/1019385844560474114	
mwilliams4555	2018-06-15 08:36	0	0	but but but your collusion with russia, your wanting to meddle in the palestinian election, your electoral fraud in 2016, your rapist predator of a husband, your support of organizations that are anti woman and etc. You don't have a leg to stand on				1007602674500558850	1007376361101582336	HillaryClinton	https://twitter.com/mwilliams4555/status/1007602674500558850	
Ben_H_Noble	2018-06-06 07:59	1	0	Electoral fraud and the 2018 presidential election # Russia https://www.novayagazeta.ru/articles/2018/06/03/76701-vse-podhody-zapisany …			# Russia	1004331934590361600			https://twitter.com/Ben_H_Noble/status/1004331934590361600	
M1Catalyst	2018-05-25 14:46	3	2	Electoral Fraud based on publicly avail proofs incl documented intent to deprive Citizens of their rights/access to free, fair election. Add in illegal electoral/electoralactivities. Russia’s involvement opens the door to one of the few instances of SCOTUS original jurisdiction				1000085616707686400	999289193326174213	Terp82CS Michael_Fisher_	https://twitter.com/M1Catalyst/status/1000085616707686400	https://abs.twimg.com/emoji/v2/72x72/1f4b0.png
DenbrotS	2018-05-24 10:05	159	251	Even w/o Michigan, it’s obvious The Election was rigged. Electoral Fraud includes gerrymandering, Purging Of Voter Rolls, Voter Suppression, as well as hacking. That’s millions of votes. Russia,Trump& RNC fixed the election. When everyone said Trump can never win we were right. pic.twitter.com/HsZvGoBr0G				999652508594327552	999395074025967616	mad1nola JudyWoodruff NewsHour	https://twitter.com/DenbrotS/status/999652508594327552	https://pbs.twimg.com/media/Dd96poZV4AAAgt3.jpg
PeterNimmo1	2018-04-24 14:12	0	0	Well, yes. Donald Trump is so exercised by the threat to democracy that he's set up a panel on electoral fraud (whilst doing little about the intelligence agencies' finding that Russia intervened in his election)				988843014243135489	988492289675878400	AlistairMay	https://twitter.com/PeterNimmo1/status/988843014243135489	
MrDash109	2018-04-12 12:24	0	0	Parallel between Harper & acolyte Andrew Scheer's Reform Party electoral fraud, Russia/Trump election meddling stateside are obvious. BOTH Parties pushed 'opposition spin' crap being so arrogant they feel ABOVE operating within, in respect of democratic, legal parameters # cdnpoli			# cdnpoli	984467344893325314			https://twitter.com/MrDash109/status/984467344893325314	
rlctntgardener	2018-03-25 08:35	0	4	Yeah...you probably should care about Russia. This isn't about Russia 'rigging' the election in terms of ballot stuffing or electoral fraud - rather it is their influence through donations and social media propaganda that targeted voters. That is truly frightening.				977886740303269888	977855968364171264	nathanqgarza kiyirl	https://twitter.com/rlctntgardener/status/977886740303269888	
petrovdempski	2018-03-23 23:17	0	0	JURIST - Russia election monitors witness electoral fraud http://www.jurist.org/paperchase/2018/03/russia-election-monitors-witness-electoral-fraud.php …				977383875839066113			https://twitter.com/petrovdempski/status/977383875839066113	
polina__ivanova	2018-03-22 07:23	0	0	At Russia's central election committee, as leadership responds to claims of electoral fraud. @ golosinfo up first # Russia # RussianElectionpic.twitter.com/AK8glZDllB		@ golosinfo	# Russia # RussianElectionpic	976781333900025857			https://twitter.com/polina__ivanova/status/976781333900025857	https://pbs.twimg.com/media/DY45BaTWsAAs7le.jpg
RuanoFaxas	2018-03-22 07:22	2	0	# Putin # Rusia # Russia # Kremlin, # Assange # WikiLeaks, # Comey # FBI, # Zuckerberg # Facebook hicieron el TRABAJO SUCIO en este tremendo # FraudeElectoral orquestado por # Trump y su pandilla # USA # ELECCIONES # ELECTION # ELECTIONS # GOP # MAGA # IMPEACHMENT ELECTORAL # FRAUD # CIA # MUELLER # OEApic.twitter.com/9TudnNxKi3			# Putin # Rusia # Russia # Kremlin # Assange # WikiLeaks # Comey # FBI # Zuckerberg # Facebook # FraudeElectoral # Trump # USA # ELECCIONES # ELECTION # ELECTIONS # GOP # MAGA # IMPEACHMENT # FRAUD # CIA # MUELLER # OEApic	976781191583092737	976778884183199744		https://twitter.com/RuanoFaxas/status/976781191583092737	https://pbs.twimg.com/media/DY449uJVMAA_sgV.jpg
Danimal1621	2018-03-21 17:49	0	0	Obama wasn't being accused of colluding with Russia for electoral fraud. Which was very evident in Russia's election as well. So no comparison, nice try tho.				976576644252135425	976532956557737984	realDonaldTrump	https://twitter.com/Danimal1621/status/976576644252135425	
dpinsen	2018-03-21 15:51	4	4	Putin won with less electoral fraud this time than in the 2012 election after which Obama congratulated him: https://www.unz.com/akarlin/roundup-elections-2018/ … He's legitimately popular in Russia.				976546738482892800	976187375951990785	InquisitiveMarg EdAsante77	https://twitter.com/dpinsen/status/976546738482892800	
deskspud	2018-03-21 07:05	0	0	Russia election monitors witness electoral fraud http://www.jurist.org/paperchase/2018/03/russia-election-monitors-witness-electoral-fraud.php#.WrI8dewmi70.twitter …				976414481847812097			https://twitter.com/deskspud/status/976414481847812097	
lawleadsnc	2018-03-21 01:27	0	0	Russia election monitors witness electoral fraud - http://www.lawleadsnc.com/2018/03/20/russia-election-monitors-witness-electoral-fraud/ …				976329337908678656			https://twitter.com/lawleadsnc/status/976329337908678656	
spravedlivist	2018-03-20 12:31	0	0	Russia election monitors witness electoral fraud				976134148007047168			https://twitter.com/spravedlivist/status/976134148007047168	
